"","date","MMWR_Year","MMWR_Week","MMWR_Month","State_Full","State","Population","Region","Region_Name","Cases","New_Hosp","Total_Hosp","ICU_Hosp","Covid_Deaths","Series_Complete","Series_Complete_Pct","Booster","Bivalent_Booster","Bivalent_Booster_Pct"
"3034",2021-03-06,2021,9,3,"Kentucky","KY",4507583,"4","Southeast",4758,1060,3373,30.5900229527484,0,76624,10.3,0,0,0
"3035",2021-03-06,2021,9,3,"Louisiana","LA",4627971,"6","South Central",3711,399,3107,26.2212064139177,0,90268,10.4833333333333,0,0,0
"3036",2021-03-06,2021,9,3,"Maine","ME",1378931,"1","New England",1217,47,441,15.0924465712672,0,35964,11.1833333333333,0,0,0
"3037",2021-03-06,2021,9,3,"Maryland","MD",6179403,"3","Mid-Atlantic",5607,573,4859,47.6029375668457,0,115335,10.6166666666667,0,0,0
"3038",2021-03-06,2021,9,3,"Massachusetts","MA",7000474,"1","New England",10518,568,3410,21.5806681617682,0,173350,9.78333333333333,0,0,0
"3039",2021-03-06,2021,9,3,"Michigan","MI",10041351,"5","Midwest",11811,659,4602,21.2819337244372,0,148273,10.2,0,0,0
"3040",2021-03-06,2021,9,3,"Minnesota","MN",5718660,"5","Midwest",6611,202,1380,15.2087133830405,0,140245,11.3666666666667,0,0,0
"3041",2021-03-06,2021,9,3,"Mississippi","MS",2947209,"4","Southeast",2769,219,2135,29.6596921206927,0,59291,9.5,0,0,0
"3042",2021-03-06,2021,9,3,"Missouri","MO",6171374,"7","Central Plains",4220,411,3951,28.2671339403525,0,98842,9.15,0,0,0
"3043",2021-03-06,2021,9,3,"Montana","MT",1106522,"8","Mountain States",893,99,339,12.4327795709477,0,29937,11.8166666666667,0,0,0
"3044",2021-03-06,2021,9,3,"Nebraska","NE",1964537,"7","Central Plains",2106,94,874,22.5443446508989,0,49915,11.05,0,0,0
"3045",2021-03-06,2021,9,3,"Nevada","NV",3148141,"9","Pacific",2463,264,2224,33.0393123100729,0,53773,9.68333333333333,0,0,0
"3046",2021-03-06,2021,9,3,"New Hampshire","NH",1387677,"1","New England",1475,70,468,16.7744252873563,0,22623,8.88333333333333,0,0,0
"3047",2021-03-06,2021,9,3,"New Jersey","NJ",9270541,"2","NY,NJ,PR,VI",23341,1370,10568,51.7089305570204,0,163558,10.15,0,0,0
"3048",2021-03-06,2021,9,3,"New Mexico","NM",2117333,"6","South Central",1589,229,1081,29.8346908042539,0,45402,14.8333333333333,0,0,0
"3049",2021-03-06,2021,9,3,"New York","NY",19848276,"2","NY,NJ,PR,VI",23040,3314,31015,67.2840772592848,0,290336,10.2333333333333,0,0,0
"3050",2021-03-06,2021,9,3,"North Carolina","NC",10564320,"4","Southeast",11185,733,6978,33.9013063470646,0,168131,10.5666666666667,0,0,0
"3051",2021-03-06,2021,9,3,"North Dakota","ND",777966,"8","Mountain States",546,37,323,18.2110108464833,0,13118,12.3,0,0,0
"3052",2021-03-06,2021,9,3,"Ohio","OH",11767344,"5","Midwest",10883,975,6400,24.3747939230269,0,241475,10.0833333333333,0,0,0
"3053",2021-03-06,2021,9,3,"Oklahoma","OK",3992238,"6","South Central",4575,433,2962,35.2051058335222,0,70387,12.95,0,0,0
"3054",2021-03-06,2021,9,3,"Oregon","OR",4254280,"10","Pacific Northwest",2003,118,916,14.3284022979661,0,65817,10.4833333333333,0,0,0
"3055",2021-03-06,2021,9,3,"Pennsylvania","PA",13015571,"3","Mid-Atlantic",17535,1258,9436,34.4761747689404,0,264209,9.76666666666667,0,0,0
"3056",2021-03-06,2021,9,3,"Rhode Island","RI",1097246,"1","New England",2199,75,914,47.2529760870208,0,16884,9.5,0,0,0
"3057",2021-03-06,2021,9,3,"South Carolina","SC",5194274,"4","Southeast",8477,451,3644,43.618812390474,0,85748,9.73333333333333,0,0,0
"3058",2021-03-06,2021,9,3,"South Dakota","SD",896492,"8","Mountain States",1122,53,359,15.8504080655452,0,19083,13.0666666666667,0,0,0
"3059",2021-03-06,2021,9,3,"Tennessee","TN",6965740,"4","Southeast",8819,492,4907,28.3313490979938,0,113454,8.96666666666667,0,0,0
"3060",2021-03-06,2021,9,3,"Texas","TX",29570351,"6","South Central",30146,3397,30503,52.9579030535112,0,500027,9.28333333333333,4,0,0
"3061",2021-03-06,2021,9,3,"Utah","UT",3339738,"8","Mountain States",3611,188,1141,22.492147885776,0,58806,9.88333333333333,0,0,0
"3062",2021-03-06,2021,9,3,"Vermont","VT",647210,"1","New England",893,27,153,12.3135177750256,0,13004,11.4,0,0,0
"3063",2021-03-06,2021,9,3,"Virginia","VA",8658910,"3","Mid-Atlantic",9119,803,6261,40.0869597490573,0,181296,11.0833333333333,0,0,0
"3064",2021-03-06,2021,9,3,"Washington","WA",7743760,"10","Pacific Northwest",4658,246,2139,18.6782324255682,0,153759,11.2,0,0,0
"3065",2021-03-06,2021,9,3,"West Virginia","WV",1785618,"3","Mid-Atlantic",1795,108,1199,25.6909683814338,0,26916,13.1833333333333,0,0,0
"3066",2021-03-06,2021,9,3,"Wisconsin","WI",5881608,"5","Midwest",4064,373,1732,15.3050516600323,0,125697,11.1166666666667,0,0,0
"3067",2021-03-06,2021,9,3,"Wyoming","WY",579636,"8","Mountain States",436,21,128,9.39396231266919,0,14120,11.9666666666667,0,0,0
"3068",2021-03-06,2021,9,3,"Puerto Rico","PR",3262711,"2","NY,NJ,PR,VI",1187,66,598,7.69470958603389,0,61505,11.2666666666667,0,0,0
"3069",2021-03-13,2021,10,3,"Alabama","AL",5049196,"4","Southeast",8065,461,3281,25.3066656294358,104,97852,10.3,0,0,0
"3070",2021-03-13,2021,10,3,"Alaska","AK",734420,"10","Pacific Northwest",914,31,235,14.4180462892467,0,16934,20.7,0,0,0
"3071",2021-03-13,2021,10,3,"Arizona","AZ",7274078,"9","Pacific",5391,612,4059,31.8256189458803,129,223869,13.8428571428571,0,0,0
"3072",2021-03-13,2021,10,3,"Arkansas","AR",3026870,"6","South Central",2067,199,1745,26.8438714199009,53,38690,11.3285714285714,0,0,0
"3073",2021-03-13,2021,10,3,"California","CA",39142565,"9","Pacific",20425,2602,24245,44.7720048744474,608,985585,11.7,0,0,0
"3074",2021-03-13,2021,10,3,"Colorado","CO",5814036,"8","Mountain States",6403,373,2169,21.735981761685,50,137969,13.3142857142857,0,0,0
"3075",2021-03-13,2021,10,3,"Connecticut","CT",3606607,"1","New England",6230,518,2790,36.5049678600596,64,102710,13.8142857142857,0,0,0
"3076",2021-03-13,2021,10,3,"Delaware","DE",1005062,"3","Mid-Atlantic",1399,77,664,28.402744077886,24,19011,13.1,0,0,0
"3077",2021-03-13,2021,10,3,"District of Columbia","DC",669256,"3","Mid-Atlantic",805,122,1161,40.7331694608602,13,14626,12.5857142857143,0,0,0
"3078",2021-03-13,2021,10,3,"Florida","FL",21831949,"4","Southeast",31882,3404,22975,45.8032531558532,441,432094,11.7428571428571,0,0,0
"3079",2021-03-13,2021,10,3,"Georgia","GA",10792060,"4","Southeast",10107,1574,9690,57.1064895310343,186,151224,8.87142857142857,0,0,0
"3080",2021-03-13,2021,10,3,"Hawaii","HI",1447029,"9","Pacific",455,24,186,7.4443437438811,0,30987,15.4714285714286,0,0,0
"3081",2021-03-13,2021,10,3,"Idaho","ID",1904848,"10","Pacific Northwest",2216,115,893,27.401532868138,13,40043,11.9,0,0,0
"3082",2021-03-13,2021,10,3,"Illinois","IL",12700641,"5","Midwest",11057,925,6392,22.6095028382994,124,417128,12.3428571428571,0,0,0
"3083",2021-03-13,2021,10,3,"Indiana","IN",6815907,"5","Midwest",5269,451,2562,16.516912033769,81,147627,12.4571428571429,0,0,0
"3084",2021-03-13,2021,10,3,"Iowa","IA",3198613,"7","Central Plains",2889,218,1163,15.3381351392052,42,120773,12.5428571428571,0,0,0
"3085",2021-03-13,2021,10,3,"Kansas","KS",2938338,"7","Central Plains",1542,184,1129,15.1315927793183,30,76163,12.3285714285714,0,0,0
"3086",2021-03-13,2021,10,3,"Kentucky","KY",4507583,"4","Southeast",4052,1062,3248,28.1244443868425,108,95785,12.0857142857143,0,0,0
"3087",2021-03-13,2021,10,3,"Louisiana","LA",4627971,"6","South Central",3478,383,3241,26.7330527154375,106,101321,12.4714285714286,0,0,0
"3088",2021-03-13,2021,10,3,"Maine","ME",1378931,"1","New England",1384,52,536,18.28204168418,0,39467,14.0714285714286,0,0,0
"3089",2021-03-13,2021,10,3,"Maryland","MD",6179403,"3","Mid-Atlantic",6067,721,5394,52.5318841777643,115,137313,12.7285714285714,0,0,0
"3090",2021-03-13,2021,10,3,"Massachusetts","MA",7000474,"1","New England",11113,593,3541,22.0162648714473,92,201732,12.4571428571429,0,0,0
"3091",2021-03-13,2021,10,3,"Michigan","MI",10041351,"5","Midwest",17706,957,5937,26.7356792881779,92,197580,11.7857142857143,0,0,0
"3092",2021-03-13,2021,10,3,"Minnesota","MN",5718660,"5","Midwest",6949,293,1713,17.0714885160836,59,147828,13.8142857142857,0,0,0
"3093",2021-03-13,2021,10,3,"Mississippi","MS",2947209,"4","Southeast",3157,225,2155,28.3121249600203,65,53719,11.3142857142857,0,0,0
"3094",2021-03-13,2021,10,3,"Missouri","MO",6171374,"7","Central Plains",4382,411,4026,27.9642550034882,72,121817,10.8714285714286,0,0,0
"3095",2021-03-13,2021,10,3,"Montana","MT",1106522,"8","Mountain States",1232,106,318,12.1693075766462,12,32254,14.6428571428571,0,0,0
"3096",2021-03-13,2021,10,3,"Nebraska","NE",1964537,"7","Central Plains",1911,93,881,23.193997257997,20,51932,13.6142857142857,0,0,0
"3097",2021-03-13,2021,10,3,"Nevada","NV",3148141,"9","Pacific",2971,278,2073,30.7512957160681,52,65785,11.5571428571429,0,0,0
"3098",2021-03-13,2021,10,3,"New Hampshire","NH",1387677,"1","New England",1902,80,479,18.1989280809388,0,36607,11.2571428571429,0,0,0
"3099",2021-03-13,2021,10,3,"New Jersey","NJ",9270541,"2","NY,NJ,PR,VI",25910,1663,12414,58.7939981090211,229,205863,12.2428571428571,0,0,0
"3100",2021-03-13,2021,10,3,"New Mexico","NM",2117333,"6","South Central",1422,145,944,28.6226546145383,33,63308,17.1571428571429,0,0,0
"3101",2021-03-13,2021,10,3,"New York","NY",19848276,"2","NY,NJ,PR,VI",22893,3721,34346,72.3185733363254,268,457084,12.2,0,0,0
"3102",2021-03-13,2021,10,3,"North Carolina","NC",10564320,"4","Southeast",11286,795,6985,33.9533078089042,156,257032,12.4,0,0,0
"3103",2021-03-13,2021,10,3,"North Dakota","ND",777966,"8","Mountain States",666,56,325,16.8800603632192,0,24349,14.5,0,0,0
"3104",2021-03-13,2021,10,3,"Ohio","OH",11767344,"5","Midwest",10193,1086,6441,22.9198747834058,212,285798,12.3,0,0,0
"3105",2021-03-13,2021,10,3,"Oklahoma","OK",3992238,"6","South Central",3348,412,2562,30.6783769125032,68,51506,14.3285714285714,0,0,0
"3106",2021-03-13,2021,10,3,"Oregon","OR",4254280,"10","Pacific Northwest",1997,128,922,14.1200844674041,19,86057,12.2142857142857,0,0,0
"3107",2021-03-13,2021,10,3,"Pennsylvania","PA",13015571,"3","Mid-Atlantic",18663,1482,10018,35.9385710814869,237,364335,12.0428571428571,0,0,0
"3108",2021-03-13,2021,10,3,"Rhode Island","RI",1097246,"1","New England",2132,96,1024,51.148363355981,28,27282,11.4285714285714,0,0,0
"3109",2021-03-13,2021,10,3,"South Carolina","SC",5194274,"4","Southeast",7627,477,3584,41.2933918899386,123,95403,11.4,0,0,0
"3110",2021-03-13,2021,10,3,"South Dakota","SD",896492,"8","Mountain States",1007,45,326,13.9959851354741,0,25021,15.3857142857143,0,0,0
"3111",2021-03-13,2021,10,3,"Tennessee","TN",6965740,"4","Southeast",8499,530,4703,27.4788493657038,155,111462,10.4285714285714,0,0,0
"3112",2021-03-13,2021,10,3,"Texas","TX",29570351,"6","South Central",24802,3593,30277,52.3870655359242,707,458839,10.7714285714286,4,0,0
"3113",2021-03-13,2021,10,3,"Utah","UT",3339738,"8","Mountain States",3475,207,1205,23.3285864595364,27,64381,11.7714285714286,0,0,0
"3114",2021-03-13,2021,10,3,"Vermont","VT",647210,"1","New England",816,35,198,15.7469760402227,0,15781,13.5428571428571,0,0,0
"3115",2021-03-13,2021,10,3,"Virginia","VA",8658910,"3","Mid-Atlantic",9384,819,6345,40.055969600845,147,184856,13.2571428571429,0,0,0
"3116",2021-03-13,2021,10,3,"Washington","WA",7743760,"10","Pacific Northwest",5311,274,2223,18.3468095698473,42,164689,13.1142857142857,0,0,0
"3117",2021-03-13,2021,10,3,"West Virginia","WV",1785618,"3","Mid-Atlantic",2167,137,1222,24.7264329115636,33,36718,14.7571428571429,0,0,0
"3118",2021-03-13,2021,10,3,"Wisconsin","WI",5881608,"5","Midwest",3910,410,1855,15.4219491539682,47,136528,13.0571428571429,0,0,0
"3119",2021-03-13,2021,10,3,"Wyoming","WY",579636,"8","Mountain States",410,18,115,9.33701525720219,0,13825,14.2142857142857,0,0,0
"3120",2021-03-13,2021,10,3,"Puerto Rico","PR",3262711,"2","NY,NJ,PR,VI",1293,75,670,7.74070301859793,14,81832,13.2142857142857,0,0,0
"3121",2021-03-20,2021,11,3,"Alabama","AL",5049196,"4","Southeast",3204,516,2819,21.1955291122896,81,74058,12.0285714285714,0,0,0
"3122",2021-03-20,2021,11,3,"Alaska","AK",734420,"10","Pacific Northwest",944,42,246,16.466816844152,0,16245,23.0142857142857,0,0,0
"3123",2021-03-20,2021,11,3,"Arizona","AZ",7274078,"9","Pacific",3969,523,3198,24.229442265068,122,165888,16.6285714285714,0,0,0
"3124",2021-03-20,2021,11,3,"Arkansas","AR",3026870,"6","South Central",1431,213,1453,20.2622586568353,41,43790,12.6857142857143,0,0,0
"3125",2021-03-20,2021,11,3,"California","CA",39142565,"9","Pacific",19942,2455,20576,36.7196895600995,501,1010322,14.4,0,0,0
"3126",2021-03-20,2021,11,3,"Colorado","CO",5814036,"8","Mountain States",7929,426,2389,21.6296865883943,45,130131,15.3857142857143,0,0,0
"3127",2021-03-20,2021,11,3,"Connecticut","CT",3606607,"1","New England",7144,508,2867,36.0524981302919,52,96875,16.6571428571429,0,0,0
"3128",2021-03-20,2021,11,3,"Delaware","DE",1005062,"3","Mid-Atlantic",1507,101,748,26.705194557276,12,14017,14.5714285714286,0,0,0
"3129",2021-03-20,2021,11,3,"District of Columbia","DC",669256,"3","Mid-Atlantic",784,126,1059,38.4233824017791,10,15100,14.8142857142857,0,0,0
"3130",2021-03-20,2021,11,3,"Florida","FL",21831949,"4","Southeast",31192,3218,21398,41.8977309925656,396,399031,13.8,0,0,0
"3131",2021-03-20,2021,11,3,"Georgia","GA",10792060,"4","Southeast",10915,1394,8418,47.7411715887573,173,126640,10.2714285714286,0,0,0
"3132",2021-03-20,2021,11,3,"Hawaii","HI",1447029,"9","Pacific",646,22,165,7.36893004825543,0,28688,17.7285714285714,0,0,0
"3133",2021-03-20,2021,11,3,"Idaho","ID",1904848,"10","Pacific Northwest",2084,133,993,29.7199984052553,17,42247,14.1857142857143,0,0,0
"3134",2021-03-20,2021,11,3,"Illinois","IL",12700641,"5","Midwest",13938,967,6503,22.0774441254086,120,293856,15.2857142857143,0,0,0
"3135",2021-03-20,2021,11,3,"Indiana","IN",6815907,"5","Midwest",5607,394,2604,15.1193943629555,60,126385,14.4714285714286,0,0,0
"3136",2021-03-20,2021,11,3,"Iowa","IA",3198613,"7","Central Plains",3323,220,1134,14.8547076341953,36,92595,16.0142857142857,0,0,0
"3137",2021-03-20,2021,11,3,"Kansas","KS",2938338,"7","Central Plains",1425,157,947,12.5383806347676,22,69341,14.8714285714286,0,0,0
"3138",2021-03-20,2021,11,3,"Kentucky","KY",4507583,"4","Southeast",3899,874,2772,23.5145236396457,78,73468,14.0571428571429,0,0,0
"3139",2021-03-20,2021,11,3,"Louisiana","LA",4627971,"6","South Central",3248,307,2660,22.4611414207334,58,83954,14.4285714285714,0,0,0
"3140",2021-03-20,2021,11,3,"Maine","ME",1378931,"1","New England",1358,51,580,19.7808566939924,11,31678,16.6428571428571,0,0,0
"3141",2021-03-20,2021,11,3,"Maryland","MD",6179403,"3","Mid-Atlantic",6967,758,5695,52.7614319468971,124,103010,14.6428571428571,0,0,0
"3142",2021-03-20,2021,11,3,"Massachusetts","MA",7000474,"1","New England",13439,566,3179,19.7476087319337,88,163099,15.1285714285714,0,0,0
"3143",2021-03-20,2021,11,3,"Michigan","MI",10041351,"5","Midwest",26273,1342,7494,31.5223703956431,117,223447,13.9428571428571,0,0,0
"3144",2021-03-20,2021,11,3,"Minnesota","MN",5718660,"5","Midwest",8592,359,2090,19.8528742821374,40,137480,16.4714285714286,0,0,0
"3145",2021-03-20,2021,11,3,"Mississippi","MS",2947209,"4","Southeast",2023,184,1988,26.1462110662298,59,43658,12.8571428571429,0,0,0
"3146",2021-03-20,2021,11,3,"Missouri","MO",6171374,"7","Central Plains",4492,400,3909,26.0786840926809,62,118634,12.8,0,0,0
"3147",2021-03-20,2021,11,3,"Montana","MT",1106522,"8","Mountain States",1187,83,332,11.4428715756132,16,21365,17.1142857142857,0,0,0
"3148",2021-03-20,2021,11,3,"Nebraska","NE",1964537,"7","Central Plains",1864,94,885,21.6530091055305,15,37948,16.0571428571429,0,0,0
"3149",2021-03-20,2021,11,3,"Nevada","NV",3148141,"9","Pacific",1609,266,1851,25.1041677960613,53,52014,13.4714285714286,0,0,0
"3150",2021-03-20,2021,11,3,"New Hampshire","NH",1387677,"1","New England",2154,78,467,16.8380773683607,15,28097,13.4428571428571,0,0,0
"3151",2021-03-20,2021,11,3,"New Jersey","NJ",9270541,"2","NY,NJ,PR,VI",29209,1790,12880,60.1376777474639,247,201290,14.5571428571429,0,0,0
"3152",2021-03-20,2021,11,3,"New Mexico","NM",2117333,"6","South Central",1364,138,955,24.6847739884467,28,59252,20.2142857142857,0,0,0
"3153",2021-03-20,2021,11,3,"New York","NY",19848276,"2","NY,NJ,PR,VI",24598,3730,32899,68.7094558519497,253,405214,14.4285714285714,0,0,0
"3154",2021-03-20,2021,11,3,"North Carolina","NC",10564320,"4","Southeast",11483,758,6490,30.3996914257217,139,199524,14.7714285714286,0,0,0
"3155",2021-03-20,2021,11,3,"North Dakota","ND",777966,"8","Mountain States",714,38,276,14.3403436806478,0,17304,17.3285714285714,0,0,0
"3156",2021-03-20,2021,11,3,"Ohio","OH",11767344,"5","Midwest",10989,1004,6222,22.0814910164567,155,216307,14.4714285714286,0,0,0
"3157",2021-03-20,2021,11,3,"Oklahoma","OK",3992238,"6","South Central",2694,338,2211,24.1071153089669,59,76815,15.9142857142857,0,0,0
"3158",2021-03-20,2021,11,3,"Oregon","OR",4254280,"10","Pacific Northwest",2095,132,879,13.0405191656247,29,86716,14.2857142857143,0,0,0
"3159",2021-03-20,2021,11,3,"Pennsylvania","PA",13015571,"3","Mid-Atlantic",23356,1640,10428,34.9411625812855,216,345237,15,0,0,0
"3160",2021-03-20,2021,11,3,"Rhode Island","RI",1097246,"1","New England",2471,62,937,48.9278157326941,24,57087,15.4428571428571,0,0,0
"3161",2021-03-20,2021,11,3,"South Carolina","SC",5194274,"4","Southeast",7832,448,3388,37.8112497246938,94,81500,13.0857142857143,0,0,0
"3162",2021-03-20,2021,11,3,"South Dakota","SD",896492,"8","Mountain States",1393,46,300,11.8384126420441,0,27981,18.4285714285714,0,0,0
"3163",2021-03-20,2021,11,3,"Tennessee","TN",6965740,"4","Southeast",8907,594,4680,24.7755793125765,99,128822,12.1,0,0,0
"3164",2021-03-20,2021,11,3,"Texas","TX",29570351,"6","South Central",25910,3048,26024,45.2569527929443,576,388201,12.2,3,0,0
"3165",2021-03-20,2021,11,3,"Utah","UT",3339738,"8","Mountain States",2955,225,1137,21.9712588241085,23,61256,13.7,0,0,0
"3166",2021-03-20,2021,11,3,"Vermont","VT",647210,"1","New England",859,31,175,15.5417101163353,0,16376,16.2285714285714,0,0,0
"3167",2021-03-20,2021,11,3,"Virginia","VA",8658910,"3","Mid-Atlantic",10234,782,5900,36.4214092124537,135,154254,15.1857142857143,0,0,0
"3168",2021-03-20,2021,11,3,"Washington","WA",7743760,"10","Pacific Northwest",5364,290,2329,17.8041005351715,39,161086,15.3428571428571,0,0,0
"3169",2021-03-20,2021,11,3,"West Virginia","WV",1785618,"3","Mid-Atlantic",2490,147,1380,24.4316411218245,22,32964,16.8142857142857,0,0,0
"3170",2021-03-20,2021,11,3,"Wisconsin","WI",5881608,"5","Midwest",4242,371,1659,13.9703513838471,34,151875,15.6428571428571,0,0,0
"3171",2021-03-20,2021,11,3,"Wyoming","WY",579636,"8","Mountain States",458,19,71,5.73645110504767,0,11682,16.2571428571429,0,0,0
"3172",2021-03-20,2021,11,3,"Puerto Rico","PR",3262711,"2","NY,NJ,PR,VI",1621,65,634,7.46090547444848,19,65587,15.6,0,0,0
"3173",2021-03-27,2021,12,3,"Alabama","AL",5049196,"4","Southeast",2684,459,2631,19.3043098222712,78,67062,13.5,0,0,0
"3174",2021-03-27,2021,12,3,"Alaska","AK",734420,"10","Pacific Northwest",1186,33,213,16.7837360443342,0,17438,25.3714285714286,0,0,0
"3175",2021-03-27,2021,12,3,"Arizona","AZ",7274078,"9","Pacific",3979,483,2659,19.8243271317411,75,160491,18.7571428571429,0,0,0
"3176",2021-03-27,2021,12,3,"Arkansas","AR",3026870,"6","South Central",1172,134,1055,15.9280549197607,35,67458,14.5857142857143,0,0,0
"3177",2021-03-27,2021,12,3,"California","CA",39142565,"9","Pacific",18777,2112,17211,30.9936790647996,369,1038338,16.8714285714286,0,0,0
"3178",2021-03-27,2021,12,3,"Colorado","CO",5814036,"8","Mountain States",8707,438,2399,22.631075978333,43,111709,17.6142857142857,0,0,0
"3179",2021-03-27,2021,12,3,"Connecticut","CT",3606607,"1","New England",9122,589,3139,37.549540865242,47,98882,19.3,0,0,0
"3180",2021-03-27,2021,12,3,"Delaware","DE",1005062,"3","Mid-Atlantic",2123,110,796,29.0632193964046,10,24775,16.4285714285714,0,0,0
"3181",2021-03-27,2021,12,3,"District of Columbia","DC",669256,"3","Mid-Atlantic",918,125,975,34.0417994862013,12,21830,17.3428571428571,0,0,0
"3182",2021-03-27,2021,12,3,"Florida","FL",21831949,"4","Southeast",34272,3169,20467,39.7034063421796,350,447977,15.7285714285714,0,0,0
"3183",2021-03-27,2021,12,3,"Georgia","GA",10792060,"4","Southeast",10168,1439,7772,42.4281363587088,120,116819,11.3714285714286,0,0,0
"3184",2021-03-27,2021,12,3,"Hawaii","HI",1447029,"9","Pacific",827,33,236,7.87056810796893,0,33168,19.8571428571429,0,0,0
"3185",2021-03-27,2021,12,3,"Idaho","ID",1904848,"10","Pacific Northwest",1993,142,1012,29.8938846216886,12,36923,16.3857142857143,0,0,0
"3186",2021-03-27,2021,12,3,"Illinois","IL",12700641,"5","Midwest",16883,1194,7484,24.1445038592125,121,277156,17.4142857142857,0,0,0
"3187",2021-03-27,2021,12,3,"Indiana","IN",6815907,"5","Midwest",6452,483,2795,15.661879881843,56,144860,16.4857142857143,0,0,0
"3188",2021-03-27,2021,12,3,"Iowa","IA",3198613,"7","Central Plains",3811,229,1280,15.760695694258,30,90336,18.7142857142857,0,0,0
"3189",2021-03-27,2021,12,3,"Kansas","KS",2938338,"7","Central Plains",1407,156,843,10.7301752522973,28,90278,17.6142857142857,0,0,0
"3190",2021-03-27,2021,12,3,"Kentucky","KY",4507583,"4","Southeast",3670,743,2518,21.1597314471544,83,122817,16.2,0,0,0
"3191",2021-03-27,2021,12,3,"Louisiana","LA",4627971,"6","South Central",2643,310,2489,19.8823075316174,63,120151,16.5285714285714,0,0,0
"3192",2021-03-27,2021,12,3,"Maine","ME",1378931,"1","New England",1598,50,541,18.841762276292,11,40058,19.2714285714286,0,0,0
"3193",2021-03-27,2021,12,3,"Maryland","MD",6179403,"3","Mid-Atlantic",8744,923,6152,58.166990254264,96,144772,16.6142857142857,0,0,0
"3194",2021-03-27,2021,12,3,"Massachusetts","MA",7000474,"1","New England",15764,632,3434,19.483369262399,79,194295,17.7142857142857,0,0,0
"3195",2021-03-27,2021,12,3,"Michigan","MI",10041351,"5","Midwest",39799,2055,11180,45.2118777555535,169,270598,16.3857142857143,0,0,0
"3196",2021-03-27,2021,12,3,"Minnesota","MN",5718660,"5","Midwest",10981,397,2425,23.8847943313131,36,177823,18.9571428571429,0,0,0
"3197",2021-03-27,2021,12,3,"Mississippi","MS",2947209,"4","Southeast",1521,148,1824,23.3394891475077,47,76670,14.9,0,0,0
"3198",2021-03-27,2021,12,3,"Missouri","MO",6171374,"7","Central Plains",4102,395,3599,24.7770905129771,77,177658,15.2428571428571,0,0,0
"3199",2021-03-27,2021,12,3,"Montana","MT",1106522,"8","Mountain States",883,75,317,11.0536058832261,13,28260,19.3857142857143,0,0,0
"3200",2021-03-27,2021,12,3,"Nebraska","NE",1964537,"7","Central Plains",2461,75,767,20.0928018821668,15,53439,18.1142857142857,0,0,0
"3201",2021-03-27,2021,12,3,"Nevada","NV",3148141,"9","Pacific",2035,248,1682,23.6060334128158,39,76042,15.4857142857143,0,0,0
"3202",2021-03-27,2021,12,3,"New Hampshire","NH",1387677,"1","New England",2655,80,500,17.4028966396266,0,45546,16.2285714285714,0,0,0
"3203",2021-03-27,2021,12,3,"New Jersey","NJ",9270541,"2","NY,NJ,PR,VI",30880,2093,14075,64.2452475791022,237,267514,17.0857142857143,0,0,0
"3204",2021-03-27,2021,12,3,"New Mexico","NM",2117333,"6","South Central",1377,108,817,23.0166980467476,28,63258,23.0285714285714,1,0,0
"3205",2021-03-27,2021,12,3,"New York","NY",19848276,"2","NY,NJ,PR,VI",27874,3994,33229,67.6180586425242,232,673453,17.0142857142857,0,0,0
"3206",2021-03-27,2021,12,3,"North Carolina","NC",10564320,"4","Southeast",11985,687,6085,28.2887852261201,129,262502,16.7428571428571,0,0,0
"3207",2021-03-27,2021,12,3,"North Dakota","ND",777966,"8","Mountain States",1096,41,276,14.4114330683571,0,24887,19.9714285714286,0,0,0
"3208",2021-03-27,2021,12,3,"Ohio","OH",11767344,"5","Midwest",12895,1230,6414,21.5689032978809,135,282519,16.5285714285714,0,0,0
"3209",2021-03-27,2021,12,3,"Oklahoma","OK",3992238,"6","South Central",2298,284,2050,22.2187717406996,54,118316,18.3428571428571,0,0,0
"3210",2021-03-27,2021,12,3,"Oregon","OR",4254280,"10","Pacific Northwest",2629,144,882,12.8442826084786,32,98921,16.4571428571429,0,0,0
"3211",2021-03-27,2021,12,3,"Pennsylvania","PA",13015571,"3","Mid-Atlantic",29013,1840,12302,39.6336234024438,216,337614,17.5428571428571,0,0,0
"3212",2021-03-27,2021,12,3,"Rhode Island","RI",1097246,"1","New England",2884,67,856,44.1185758977504,0,46133,20.4428571428571,0,0,0
"3213",2021-03-27,2021,12,3,"South Carolina","SC",5194274,"4","Southeast",7699,425,3161,34.835974733555,86,103790,14.8428571428571,0,0,0
"3214",2021-03-27,2021,12,3,"South Dakota","SD",896492,"8","Mountain States",1404,69,311,11.8615510625194,12,28984,21.5428571428571,0,0,0
"3215",2021-03-27,2021,12,3,"Tennessee","TN",6965740,"4","Southeast",8006,723,5402,27.5470876641023,124,157877,14.3142857142857,0,0,0
"3216",2021-03-27,2021,12,3,"Texas","TX",29570351,"6","South Central",26089,2818,23008,39.4932020669071,446,725443,14.1142857142857,13,0,0
"3217",2021-03-27,2021,12,3,"Utah","UT",3339738,"8","Mountain States",2903,181,909,18.3852079166393,14,70497,15.7857142857143,0,0,0
"3218",2021-03-27,2021,12,3,"Vermont","VT",647210,"1","New England",1102,29,171,13.7254845077023,0,20240,19.1285714285714,0,0,0
"3219",2021-03-27,2021,12,3,"Virginia","VA",8658910,"3","Mid-Atlantic",10268,803,5644,34.312185404029,124,191060,17.0714285714286,0,0,0
